x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,y
-0.293584910587521,9.090224344806671,1.770775171171648,-6.200913159262744,-2.1361209453138086,-4.9406421880798,-9.812056449045475,3.2700759186936956,0.872200243281096,-5.718336589098085,137.83998805712054
-6.554459139038857,-6.600264051209324,-8.774366133224241,-7.135731365994513,-3.3707212424988287,-3.8237071630553254,-9.997791013034407,-5.97337294152404,9.116503368689457,-7.407215971039354,227.5629581530471
-2.961620908564111,1.2628262832747517,-2.6274890716702948,-1.8945815741344019,9.065890898039493,7.253773662217229,-7.011294798182144,7.467583689550312,1.7362304853989352,1.3988236635834017,-109.88445921212124
-6.86405717821704,-0.3871963622949326,0.49439466695858636,3.1554146468123,-8.032005308704385,5.751278829651467,-4.900597689472052,6.394190943430827,1.0674533757929838,-2.019903267828942,-3.9362514471364696
-0.08268380439143241,-8.976056953021175,9.507198705818901,0.8009262331571998,1.1417111958584547,9.769430711277113,-8.62927333080416,-9.629608025090752,-6.321570342236429,-0.3255802022994181,123.76252641782854
9.18735375166645,4.204994878129941,8.848822789144357,6.472175165241403,-8.929420762252677,3.5183353721874666,-5.375611517233683,-0.03461120088218195,-4.0798002779056075,6.891095599181066,-36.78409169720858
-2.1917776929192523,-4.77007873111615,9.799212104715414,-4.741428499940142,9.071349505142116,8.040530970650906,4.909080152771422,9.408556782296895,-3.69550770813454,7.928716211011324,-244.89859337273205
-1.8858617879756068,-8.315346226557308,5.452166294841563,-6.458098814927236,-1.161773704256026,0.04308959003949786,8.555669740710812,2.277170625254974,6.469020590213241,-4.81723079019001,-50.54805867883425
-8.779821557699414,4.333673880064306,5.404776095516784,-1.0914919542700297,-9.500759828852338,4.549358423940387,6.8395881887834005,9.639786432234601,-5.011074669598452,7.8688457633278075,-146.38135968849252
4.694262604513089,7.8782533384064335,1.025015931663651,2.21107223703628,9.015816797968139,0.05554280029552272,4.587214295323454,2.490195095653438,7.446578558718415,4.200841433543429,-235.2261081177971
-4.2915027922053,5.45559873771452,-9.04868753094712,4.613638260541175,-1.4961650973282925,3.55176042682378,-6.973168895735132,0.8332409420074072,3.8113856960330006,-3.0245520554911787,30.36075258917396
-6.182297693603449,6.05470096977913,-3.3958610623777186,-7.520618589339292,-1.1568227813997223,-0.7159792893326089,-5.687517212397428,-0.09017977379078834,-0.4732974796658618,-8.583354273075344,178.86100656098589
-0.3256600254212749,4.002967132748054,1.06289282668931,-4.014430697672429,-8.49701040039087,3.5281040824469034,1.607652392234622,-5.912150756812782,4.004759225903234,9.68817979724893,-67.39140696716106
9.802595094878292,-0.062499917160363516,6.617717035292294,0.5628378491046604,-3.4729286817590155,-2.041129805624571,8.351790561096932,-6.362562820537585,0.6969204130291606,0.5764491768084157,-19.030936211995602
-0.564934120472782,-3.447880024784038,7.60621527193064,1.2201373828617923,9.83699951542597,1.8618171701936137,-8.39013984107207,-4.891530656697009,8.861518670939233,-6.869526230870784,9.276675987201386
